NAME,LON,LAT,Year,Month,Day,Hour,SID,SEASON,NUMBER,BASIN,SUBBASIN,ISO_TIME,NATURE,WMO_WIND_kts,WMO_PRES_mb,WMO_AGENCY,TRACK_TYPE,DIST2LAND_km,LANDFALL_km,STORM_SPEED_kts,STORM_DIR_degrees
OSWALD,149.9,-26.4,2013,1,27,0,2013018S14138,2013,4,SP,EA,27/01/2013 0:00,NR, , ,bom,main,0,0,12,174
OSWALD,150.105,-26.67,2013,1,27,0.125,2013018S14138,2013,4,SP,EA,27/01/2013 3:00,NR, , , ,main,0,0,5,124
OSWALD,150.4,-26.7,2013,1,27,0.25,2013018S14138,2013,4,SP,EA,27/01/2013 6:00,NR, , ,bom,main,0,0,5,106
OSWALD,150.68,-26.8151,2013,1,27,0.375,2013018S14138,2013,4,SP,EA,27/01/2013 9:00,NR, , , ,main,0,0,5,114
OSWALD,150.9,-26.9,2013,1,27,0.5,2013018S14138,2013,4,SP,EA,27/01/2013 12:00,NR, , ,bom,main,0,0,3,115
OSWALD,150.98,-26.9424,2013,1,27,0.625,2013018S14138,2013,4,SP,EA,27/01/2013 15:00,NR, , , ,main,0,0,1,140
OSWALD,151,-27,2013,1,27,0.75,2013018S14138,2013,4,SP,EA,27/01/2013 18:00,NR, , ,bom,main,0,0,1,139
OSWALD,151.072,-27.0375,2013,1,27,0.875,2013018S14138,2013,4,SP,EA,27/01/2013 21:00,NR, , , ,main,0,0,3,164
OSWALD,151.1,-27.3,2013,1,28,0,2013018S14138,2013,4,SP,EA,28/01/2013 0:00,NR, , ,bom,main,0,0,9,184
OSWALD,150.994,-27.9576,2013,1,28,0.125,2013018S14138,2013,4,SP,EA,28/01/2013 3:00,NR, , , ,main,0,0,16,186
OSWALD,150.9,-28.9,2013,1,28,0.25,2013018S14138,2013,4,SP,EA,28/01/2013 6:00,NR, , ,bom,main,0,0,20,181
OSWALD,150.951,-29.9725,2013,1,28,0.375,2013018S14138,2013,4,SP,EA,28/01/2013 9:00,NR, , , ,main,0,0,22,175
OSWALD,151.1,-31.1,2013,1,28,0.5,2013018S14138,2013,4,SP,EA,28/01/2013 12:00,NR, , ,bom,main,0, ,23,174
IDAI,38,-18,2019,3,4,0,2019063S18038,2019,13,SI,MM,4/03/2019 0:00,TS,30,1005,reunion,main,70,59,2,8
IDAI,38.015,-17.8824,2019,3,4,0.125,2019063S18038,2019,13,SI,MM,4/03/2019 3:00,TS, , , ,main,59,45,2,333
IDAI,37.9,-17.8,2019,3,4,0.25,2019063S18038,2019,13,SI,MM,4/03/2019 6:00,TS,33,1001,reunion,main,45,30,4,286
IDAI,37.5925,-17.7652,2019,3,4,0.375,2019063S18038,2019,13,SI,MM,4/03/2019 9:00,TS, , , ,main,30,10,6,280
IDAI,37.3,-17.7,2019,3,4,0.5,2019063S18038,2019,13,SI,MM,4/03/2019 12:00,TS,37,997,reunion,main,10,0,4,309
IDAI,37.2701,-17.5149,2019,3,4,0.625,2019063S18038,2019,13,SI,MM,4/03/2019 15:00,TS, , , ,main,0,0,4,0
IDAI,37.3,-17.3,2019,3,4,0.75,2019063S18038,2019,13,SI,MM,4/03/2019 18:00,NR,25,1003,reunion,main,0,0,4,352
IDAI,37.2074,-17.1275,2019,3,4,0.875,2019063S18038,2019,13,SI,MM,4/03/2019 21:00,NR, , , ,main,0,0,3,338
IDAI,37.18,-17.02,2019,3,5,0,2019063S18038,2019,13,SI,MM,5/03/2019 0:00,TS,20,1003,reunion,main,0,0,2,344
IDAI,37.1767,-16.98,2019,3,5,0.125,2019063S18038,2019,13,SI,MM,5/03/2019 3:00,TS, , , ,main,0,0,1,347
IDAI,37.1714,-16.9429,2019,3,5,0.25,2019063S18038,2019,13,SI,MM,5/03/2019 6:00,TS,20,1003,reunion,main,0,0,1,346
IDAI,37.1425,-16.865,2019,3,5,0.375,2019063S18038,2019,13,SI,MM,5/03/2019 9:00,TS, , , ,main,0,0,2,340
IDAI,37.1,-16.75,2019,3,5,0.5,2019063S18038,2019,13,SI,MM,5/03/2019 12:00,TS,20,1003,reunion,main,0,0,3,351
IDAI,37.0925,-16.615,2019,3,5,0.625,2019063S18038,2019,13,SI,MM,5/03/2019 15:00,TS, , , ,main,0,0,3,0
IDAI,37.1,-16.45,2019,3,5,0.75,2019063S18038,2019,13,SI,MM,5/03/2019 18:00,TS,20,1003,reunion,main,0,0,4,0
IDAI,37.1038,-16.2537,2019,3,5,0.875,2019063S18038,2019,13,SI,MM,5/03/2019 21:00,TS, , , ,main,0,0,4,0
IDAI,37.1,-16.05,2019,3,6,0,2019063S18038,2019,13,SI,MM,6/03/2019 0:00,TS,20,1003,reunion,main,0,0,4,358
IDAI,37.09,-15.8787,2019,3,6,0.125,2019063S18038,2019,13,SI,MM,6/03/2019 3:00,TS, , , ,main,0,0,4,354
IDAI,37.05,-15.7,2019,3,6,0.25,2019063S18038,2019,13,SI,MM,6/03/2019 6:00,TS,20,1002,reunion,main,0,0,4,345
IDAI,36.9763,-15.4712,2019,3,6,0.375,2019063S18038,2019,13,SI,MM,6/03/2019 9:00,TS, , , ,main,0,0,5,337
IDAI,36.85,-15.25,2019,3,6,0.5,2019063S18038,2019,13,SI,MM,6/03/2019 12:00,TS,20,1002,reunion,main,0,0,5,325
IDAI,36.6761,-15.0513,2019,3,6,0.625,2019063S18038,2019,13,SI,MM,6/03/2019 15:00,TS, , , ,main,0,0,5,308
IDAI,36.45,-14.95,2019,3,6,0.75,2019063S18038,2019,13,SI,MM,6/03/2019 18:00,TS, , ,reunion,main,0,0,5,274
IDAI,36.1565,-15.0163,2019,3,6,0.875,2019063S18038,2019,13,SI,MM,6/03/2019 21:00,TS, , , ,main,0,0,6,249
IDAI,35.9,-15.15,2019,3,7,0,2019063S18038,2019,13,SI,MM,7/03/2019 0:00,NR, , ,reunion,main,0,0,4,239
IDAI,35.7837,-15.2324,2019,3,7,0.125,2019063S18038,2019,13,SI,MM,7/03/2019 3:00,NR, , , ,main,0,0,2,223
IDAI,35.75,-15.3,2019,3,7,0.25,2019063S18038,2019,13,SI,MM,7/03/2019 6:00,TS, , ,reunion,main,0,0,1,194
IDAI,35.7463,-15.3538,2019,3,7,0.375,2019063S18038,2019,13,SI,MM,7/03/2019 9:00,TS, , , ,main,0,0,1,0
IDAI,35.75,-15.4,2019,3,7,0.5,2019063S18038,2019,13,SI,MM,7/03/2019 12:00,NR, , ,reunion,main,0,0,1,217
IDAI,35.6887,-15.4312,2019,3,7,0.625,2019063S18038,2019,13,SI,MM,7/03/2019 15:00,NR, , , ,main,0,0,1,223
IDAI,35.65,-15.5,2019,3,7,0.75,2019063S18038,2019,13,SI,MM,7/03/2019 18:00,NR, , ,reunion,main,0,0,2,186
IDAI,35.6688,-15.6674,2019,3,7,0.875,2019063S18038,2019,13,SI,MM,7/03/2019 21:00,NR, , , ,main,0,0,4,158
IDAI,35.8,-15.85,2019,3,8,0,2019063S18038,2019,13,SI,MM,8/03/2019 0:00,NR, , ,reunion,main,0,0,5,126
IDAI,36.08,-15.9575,2019,3,8,0.125,2019063S18038,2019,13,SI,MM,8/03/2019 3:00,NR, , , ,main,0,0,7,108
IDAI,36.45,-16.05,2019,3,8,0.25,2019063S18038,2019,13,SI,MM,8/03/2019 6:00,NR, , ,reunion,main,0,0,7,107
IDAI,36.81,-16.175,2019,3,8,0.375,2019063S18038,2019,13,SI,MM,8/03/2019 9:00,NR, , , ,main,0,0,8,109
IDAI,37.2,-16.3,2019,3,8,0.5,2019063S18038,2019,13,SI,MM,8/03/2019 12:00,NR, , ,reunion,main,0,0,8,106
IDAI,37.6026,-16.3999,2019,3,8,0.625,2019063S18038,2019,13,SI,MM,8/03/2019 15:00,NR, , , ,main,0,0,8,104
IDAI,38.05,-16.5,2019,3,8,0.75,2019063S18038,2019,13,SI,MM,8/03/2019 18:00,TS, , ,reunion,main,0,0,9,104
IDAI,38.5563,-16.6212,2019,3,8,0.875,2019063S18038,2019,13,SI,MM,8/03/2019 21:00,TS, , , ,main,0,0,10,104
IDAI,39.1,-16.75,2019,3,9,0,2019063S18038,2019,13,SI,MM,9/03/2019 0:00,TS, , ,reunion,main,0,0,11,105
IDAI,39.6499,-16.8974,2019,3,9,0.125,2019063S18038,2019,13,SI,MM,9/03/2019 3:00,TS, , , ,main,30,30,11,103
IDAI,40.2,-17,2019,3,9,0.25,2019063S18038,2019,13,SI,MM,9/03/2019 6:00,TS,30,1000,reunion,main,70,70,11,95
IDAI,40.7553,-16.9863,2019,3,9,0.375,2019063S18038,2019,13,SI,MM,9/03/2019 9:00,TS, , , ,main,120,120,10,87
IDAI,41.25,-16.95,2019,3,9,0.5,2019063S18038,2019,13,SI,MM,9/03/2019 12:00,TS,33,998,reunion,main,159,156,9,90
IDAI,41.6487,-16.9849,2019,3,9,0.625,2019063S18038,2019,13,SI,MM,9/03/2019 15:00,TS, , , ,main,192,192,7,99
IDAI,41.95,-17.05,2019,3,9,0.75,2019063S18038,2019,13,SI,MM,9/03/2019 18:00,TS,35,996,reunion,main,209,185,5,106
IDAI,42.1837,-17.1287,2019,3,9,0.875,2019063S18038,2019,13,SI,MM,9/03/2019 21:00,TS, , , ,main,185,173,4,112
IDAI,42.35,-17.2,2019,3,10,0,2019063S18038,2019,13,SI,MM,10/03/2019 0:00,TS,40,992,reunion,main,162,152,3,112
IDAI,42.475,-17.2399,2019,3,10,0.125,2019063S18038,2019,13,SI,MM,10/03/2019 3:00,TS, , , ,main,152,139,2,102
IDAI,42.6,-17.25,2019,3,10,0.25,2019063S18038,2019,13,SI,MM,10/03/2019 6:00,TS,45,990,reunion,main,142,121,3,89
IDAI,42.8038,-17.2325,2019,3,10,0.375,2019063S18038,2019,13,SI,MM,10/03/2019 9:00,TS, , , ,main,121,101,4,83
IDAI,43,-17.2,2019,3,10,0.5,2019063S18038,2019,13,SI,MM,10/03/2019 12:00,TS,55,987,reunion,main,101,91,3,78
IDAI,43.1375,-17.1637,2019,3,10,0.625,2019063S18038,2019,13,SI,MM,10/03/2019 15:00,TS, , , ,main,91,81,2,75
IDAI,43.2,-17.15,2019,3,10,0.75,2019063S18038,2019,13,SI,MM,10/03/2019 18:00,TS,70,978,reunion,main,86,81,0,123
IDAI,43.1766,-17.1942,2019,3,10,0.875,2019063S18038,2019,13,SI,MM,10/03/2019 21:00,TS, , , ,main,81,81,1,223
IDAI,43.1,-17.25,2019,3,11,0,2019063S18038,2019,13,SI,MM,11/03/2019 0:00,TS,90,968,reunion,main,91,87,2,241
IDAI,43.0325,-17.2675,2019,3,11,0.125,2019063S18038,2019,13,SI,MM,11/03/2019 3:00,TS, , , ,main,98,98,1,223
IDAI,43,-17.35,2019,3,11,0.25,2019063S18038,2019,13,SI,MM,11/03/2019 6:00,TS,90,960,reunion,main,98,96,2,215
IDAI,42.8996,-17.4517,2019,3,11,0.375,2019063S18038,2019,13,SI,MM,11/03/2019 9:00,TS, , , ,main,106,106,3,230
IDAI,42.75,-17.55,2019,3,11,0.5,2019063S18038,2019,13,SI,MM,11/03/2019 12:00,TS,95,955,reunion,main,116,116,4,241
IDAI,42.575,-17.6213,2019,3,11,0.625,2019063S18038,2019,13,SI,MM,11/03/2019 15:00,TS, , , ,main,138,138,4,246
IDAI,42.4,-17.7,2019,3,11,0.75,2019063S18038,2019,13,SI,MM,11/03/2019 18:00,TS,85,958,reunion,main,160,160,3,236
IDAI,42.2787,-17.81,2019,3,11,0.875,2019063S18038,2019,13,SI,MM,11/03/2019 21:00,TS, , , ,main,172,172,3,224
IDAI,42.15,-17.95,2019,3,12,0,2019063S18038,2019,13,SI,MM,12/03/2019 0:00,TS,75,968,reunion,main,185,188,4,224
IDAI,41.9687,-18.1137,2019,3,12,0.125,2019063S18038,2019,13,SI,MM,12/03/2019 3:00,TS, , , ,main,211,211,5,227
IDAI,41.75,-18.3,2019,3,12,0.25,2019063S18038,2019,13,SI,MM,12/03/2019 6:00,TS,70,973,reunion,main,232,242,6,228
IDAI,41.5038,-18.5038,2019,3,12,0.375,2019063S18038,2019,13,SI,MM,12/03/2019 9:00,TS, , , ,main,263,263,6,230
IDAI,41.25,-18.7,2019,3,12,0.5,2019063S18038,2019,13,SI,MM,12/03/2019 12:00,TS,75,965,reunion,main,286,286,6,230
IDAI,41.0437,-18.8649,2019,3,12,0.625,2019063S18038,2019,13,SI,MM,12/03/2019 15:00,TS, , , ,main,292,285,5,235
IDAI,40.8,-19,2019,3,12,0.75,2019063S18038,2019,13,SI,MM,12/03/2019 18:00,TS,80,965,reunion,main,287,277,6,247
IDAI,40.4288,-19.1151,2019,3,12,0.875,2019063S18038,2019,13,SI,MM,12/03/2019 21:00,TS, , , ,main,272,267,7,254
IDAI,40.05,-19.2,2019,3,13,0,2019063S18038,2019,13,SI,MM,13/03/2019 0:00,TS,80,970,reunion,main,267,257,6,257
IDAI,39.7849,-19.2574,2019,3,13,0.125,2019063S18038,2019,13,SI,MM,13/03/2019 3:00,TS, , , ,main,267,262,5,258
IDAI,39.55,-19.3,2019,3,13,0.25,2019063S18038,2019,13,SI,MM,13/03/2019 6:00,TS,75,970,reunion,main,262,254,5,259
IDAI,39.275,-19.35,2019,3,13,0.375,2019063S18038,2019,13,SI,MM,13/03/2019 9:00,TS, , , ,main,254,253,5,259
IDAI,39,-19.4,2019,3,13,0.5,2019063S18038,2019,13,SI,MM,13/03/2019 12:00,TS,85,962,reunion,main,253,238,5,259
IDAI,38.7537,-19.4462,2019,3,13,0.625,2019063S18038,2019,13,SI,MM,13/03/2019 15:00,TS, , , ,main,238,222,5,258
IDAI,38.5,-19.5,2019,3,13,0.75,2019063S18038,2019,13,SI,MM,13/03/2019 18:00,TS,105,945,reunion,main,222,207,5,256
IDAI,38.2187,-19.5712,2019,3,13,0.875,2019063S18038,2019,13,SI,MM,13/03/2019 21:00,TS, , , ,main,207,184,6,255
IDAI,37.9,-19.65,2019,3,14,0,2019063S18038,2019,13,SI,MM,14/03/2019 0:00,TS,105,940,reunion,main,184,163,7,256
IDAI,37.54,-19.7287,2019,3,14,0.125,2019063S18038,2019,13,SI,MM,14/03/2019 3:00,TS, , , ,main,154,138,7,258
IDAI,37.15,-19.8,2019,3,14,0.25,2019063S18038,2019,13,SI,MM,14/03/2019 6:00,TS,100,950,reunion,main,138,118,8,259
IDAI,36.7501,-19.8687,2019,3,14,0.375,2019063S18038,2019,13,SI,MM,14/03/2019 9:00,TS, , , ,main,123,112,8,262
IDAI,36.35,-19.9,2019,3,14,0.5,2019063S18038,2019,13,SI,MM,14/03/2019 12:00,TS,90,955,reunion,main,112,84,7,271
IDAI,35.9749,-19.8591,2019,3,14,0.625,2019063S18038,2019,13,SI,MM,14/03/2019 15:00,TS, , , ,main,84,45,7,278
IDAI,35.6,-19.8,2019,3,14,0.75,2019063S18038,2019,13,SI,MM,14/03/2019 18:00,TS,82,955,reunion,main,45,15,7,276
IDAI,35.1963,-19.7863,2019,3,14,0.875,2019063S18038,2019,13,SI,MM,14/03/2019 21:00,TS, , , ,main,15,0,8,278
IDAI,34.8,-19.7,2019,3,15,0,2019063S18038,2019,13,SI,MM,15/03/2019 0:00,TS,85,960,reunion,main,0,0,7,289
IDAI,34.4661,-19.5461,2019,3,15,0.125,2019063S18038,2019,13,SI,MM,15/03/2019 3:00,TS, , , ,main,0,0,7,296
IDAI,34.15,-19.4,2019,3,15,0.25,2019063S18038,2019,13,SI,MM,15/03/2019 6:00,TS,50,980,reunion,main,0,0,7,288
IDAI,33.7926,-19.3388,2019,3,15,0.375,2019063S18038,2019,13,SI,MM,15/03/2019 9:00,TS, , , ,main,0,0,7,279
IDAI,33.45,-19.3,2019,3,15,0.5,2019063S18038,2019,13,SI,MM,15/03/2019 12:00,TS,35,994,reunion,main,0,0,6,281
IDAI,33.175,-19.2286,2019,3,15,0.625,2019063S18038,2019,13,SI,MM,15/03/2019 15:00,TS, , , ,main,0,0,5,286
IDAI,32.9,-19.15,2019,3,15,0.75,2019063S18038,2019,13,SI,MM,15/03/2019 18:00,TS,25, ,reunion,main,0,0,6,284
IDAI,32.5501,-19.0863,2019,3,15,0.875,2019063S18038,2019,13,SI,MM,15/03/2019 21:00,TS, , , ,main,0,0,7,283
IDAI,32.2143,-19,2019,3,16,0,2019063S18038,2019,13,SI,MM,16/03/2019 0:00,TS,20, ,reunion,main,0,0,6,292
IDAI,31.9474,-18.8575,2019,3,16,0.125,2019063S18038,2019,13,SI,MM,16/03/2019 3:00,TS, , , ,main,0,0,6,303
IDAI,31.725,-18.7,2019,3,16,0.25,2019063S18038,2019,13,SI,MM,16/03/2019 6:00,TS,20, ,reunion,main,0,0,4,309
IDAI,31.5925,-18.5875,2019,3,16,0.375,2019063S18038,2019,13,SI,MM,16/03/2019 9:00,TS, , , ,main,0,0,4,303
IDAI,31.4,-18.5,2019,3,16,0.5,2019063S18038,2019,13,SI,MM,16/03/2019 12:00,TS, , ,reunion,main,0, ,4,296
KENNETH,53,-9.6,2019,4,21,0.75,2019112S10053,2019,21,SI,MM,21/04/2019 18:00,TS,20,1008,reunion,main,489,470,6,286
KENNETH,52.69,-9.51131,2019,4,21,0.875,2019112S10053,2019,21,SI,MM,21/04/2019 21:00,TS, , , ,main,470,446,6,284
KENNETH,52.4,-9.45,2019,4,22,0,2019112S10053,2019,21,SI,MM,22/04/2019 0:00,TS,20,1008,reunion,main,453,438,5,277
KENNETH,52.1488,-9.44124,2019,4,22,0.125,2019112S10053,2019,21,SI,MM,22/04/2019 3:00,TS, , , ,main,430,414,4,264
KENNETH,51.95,-9.5,2019,4,22,0.25,2019112S10053,2019,21,SI,MM,22/04/2019 6:00,TS,20,1007,reunion,main,414,391,4,240
KENNETH,51.81,-9.63497,2019,4,22,0.375,2019112S10053,2019,21,SI,MM,22/04/2019 9:00,TS, , , ,main,391,367,4,219
KENNETH,51.7,-9.8,2019,4,22,0.5,2019112S10053,2019,21,SI,MM,22/04/2019 12:00,TS,20,1006,reunion,main,367,351,4,215
KENNETH,51.6012,-9.93245,2019,4,22,0.625,2019112S10053,2019,21,SI,MM,22/04/2019 15:00,TS, , , ,main,351,336,4,225
KENNETH,51.45,-10.05,2019,4,22,0.75,2019112S10053,2019,21,SI,MM,22/04/2019 18:00,TS,25,1004,reunion,main,336,297,5,239
KENNETH,51.2063,-10.1649,2019,4,22,0.875,2019112S10053,2019,21,SI,MM,22/04/2019 21:00,TS, , , ,main,297,275,6,251
KENNETH,50.85,-10.25,2019,4,23,0,2019112S10053,2019,21,SI,MM,23/04/2019 0:00,TS,25,1003,reunion,main,275,234,8,262
KENNETH,50.3649,-10.2751,2019,4,23,0.125,2019112S10053,2019,21,SI,MM,23/04/2019 3:00,TS, , , ,main,234,211,10,267
KENNETH,49.85,-10.3,2019,4,23,0.25,2019112S10053,2019,21,SI,MM,23/04/2019 6:00,TS,30,1001,reunion,main,211,191,9,262
KENNETH,49.4725,-10.396,2019,4,23,0.375,2019112S10053,2019,21,SI,MM,23/04/2019 9:00,TS, , , ,main,191,179,8,256
KENNETH,49.05,-10.5,2019,4,23,0.5,2019112S10053,2019,21,SI,MM,23/04/2019 12:00,TS,35,998,reunion,main,179,179,11,261
KENNETH,48.4113,-10.5615,2019,4,23,0.625,2019112S10053,2019,21,SI,MM,23/04/2019 15:00,TS, , , ,main,189,189,13,266
KENNETH,47.75,-10.6,2019,4,23,0.75,2019112S10053,2019,21,SI,MM,23/04/2019 18:00,TS,45,994,reunion,main,227,227,11,267
KENNETH,47.2599,-10.6135,2019,4,23,0.875,2019112S10053,2019,21,SI,MM,23/04/2019 21:00,TS, , , ,main,265,265,9,267
KENNETH,46.8,-10.65,2019,4,24,0,2019112S10053,2019,21,SI,MM,24/04/2019 0:00,TS,55,990,reunion,main,304,296,10,261
KENNETH,46.28,-10.7636,2019,4,24,0.125,2019112S10053,2019,21,SI,MM,24/04/2019 3:00,TS, , , ,main,332,332,11,257
KENNETH,45.7,-10.9,2019,4,24,0.25,2019112S10053,2019,21,SI,MM,24/04/2019 6:00,TS,60,986,reunion,main,382,382,13,258
KENNETH,45.0063,-11.0189,2019,4,24,0.375,2019112S10053,2019,21,SI,MM,24/04/2019 9:00,TS, , , ,main,436,415,13,261
KENNETH,44.35,-11.1,2019,4,24,0.5,2019112S10053,2019,21,SI,MM,24/04/2019 12:00,TS,70,978,reunion,main,415,360,11,266
KENNETH,43.8911,-11.0922,2019,4,24,0.625,2019112S10053,2019,21,SI,MM,24/04/2019 15:00,TS, , , ,main,360,316,8,270
KENNETH,43.5,-11.1,2019,4,24,0.75,2019112S10053,2019,21,SI,MM,24/04/2019 18:00,TS,85,965,reunion,main,316,273,8,261
KENNETH,43.0426,-11.2275,2019,4,24,0.875,2019112S10053,2019,21,SI,MM,24/04/2019 21:00,TS, , , ,main,263,222,9,251
KENNETH,42.6,-11.4,2019,4,25,0,2019112S10053,2019,21,SI,MM,25/04/2019 0:00,TS,105,950,reunion,main,222,183,9,248
KENNETH,42.2286,-11.5461,2019,4,25,0.125,2019112S10053,2019,21,SI,MM,25/04/2019 3:00,TS, , , ,main,183,145,8,248
KENNETH,41.85,-11.7,2019,4,25,0.25,2019112S10053,2019,21,SI,MM,25/04/2019 6:00,TS,115,934,reunion,main,145,87,9,248
KENNETH,41.3826,-11.8825,2019,4,25,0.375,2019112S10053,2019,21,SI,MM,25/04/2019 9:00,TS, , , ,main,87,32,10,249
KENNETH,40.9,-12.05,2019,4,25,0.5,2019112S10053,2019,21,SI,MM,25/04/2019 12:00,TS,110,940,reunion,main,32,0,10,253
KENNETH,40.4524,-12.1612,2019,4,25,0.625,2019112S10053,2019,21,SI,MM,25/04/2019 15:00,TS, , , ,main,0,0,9,256
KENNETH,40.05,-12.25,2019,4,25,0.75,2019112S10053,2019,21,SI,MM,25/04/2019 18:00,TS,85,975,reunion,main,0,0,8,256
KENNETH,39.6875,-12.3462,2019,4,25,0.875,2019112S10053,2019,21,SI,MM,25/04/2019 21:00,TS, , , ,main,0,0,7,253
KENNETH,39.4,-12.45,2019,4,26,0,2019112S10053,2019,21,SI,MM,26/04/2019 0:00,TS,35,996,reunion,main,0,0,5,247
KENNETH,39.1912,-12.5562,2019,4,26,0.125,2019112S10053,2019,21,SI,MM,26/04/2019 3:00,TS, , , ,main,0,0,4,234
KENNETH,39.05,-12.7,2019,4,26,0.25,2019112S10053,2019,21,SI,MM,26/04/2019 6:00,TS,25,1002,reunion,main,0,0,4,216
KENNETH,38.9313,-12.91,2019,4,26,0.375,2019112S10053,2019,21,SI,MM,26/04/2019 9:00,TS, , , ,main,0,0,5,203
KENNETH,38.85,-13.15,2019,4,26,0.5,2019112S10053,2019,21,SI,MM,26/04/2019 12:00,TS,25,1004,reunion,main,0,0,5,198
KENNETH,38.7812,-13.3675,2019,4,26,0.625,2019112S10053,2019,21,SI,MM,26/04/2019 15:00,TS, , , ,main,0,0,5,193
KENNETH,38.7429,-13.6143,2019,4,26,0.75,2019112S10053,2019,21,SI,MM,26/04/2019 18:00,TS,20, ,reunion,main,0,0,5,181
KENNETH,38.7541,-13.8833,2019,4,26,0.875,2019112S10053,2019,21,SI,MM,26/04/2019 21:00,TS, , , ,main,0,0,5,174
KENNETH,38.8,-14.12,2019,4,27,0,2019112S10053,2019,21,SI,MM,27/04/2019 0:00,NR,20, ,reunion,main,0,0,4,167
KENNETH,38.8425,-14.2725,2019,4,27,0.125,2019112S10053,2019,21,SI,MM,27/04/2019 3:00,NR, , , ,main,0,0,3,161
KENNETH,38.9,-14.4,2019,4,27,0.25,2019112S10053,2019,21,SI,MM,27/04/2019 6:00,NR,20, ,reunion,main,0,0,3,146
KENNETH,38.9925,-14.4875,2019,4,27,0.375,2019112S10053,2019,21,SI,MM,27/04/2019 9:00,NR, , , ,main,0,0,2,117
KENNETH,39.1,-14.5,2019,4,27,0.5,2019112S10053,2019,21,SI,MM,27/04/2019 12:00,NR,20, ,reunion,main,0,0,2,77
KENNETH,39.2075,-14.4375,2019,4,27,0.625,2019112S10053,2019,21,SI,MM,27/04/2019 15:00,NR, , , ,main,0,0,3,44
KENNETH,39.3,-14.3,2019,4,27,0.75,2019112S10053,2019,21,SI,MM,27/04/2019 18:00,NR,20, ,reunion,main,0,0,4,23
KENNETH,39.35,-14.115,2019,4,27,0.875,2019112S10053,2019,21,SI,MM,27/04/2019 21:00,NR, , , ,main,0,0,4,13
KENNETH,39.4,-13.9,2019,4,28,0,2019112S10053,2019,21,SI,MM,28/04/2019 0:00,NR,20, ,reunion,main,0,0,4,18
KENNETH,39.4876,-13.695,2019,4,28,0.125,2019112S10053,2019,21,SI,MM,28/04/2019 3:00,NR, , , ,main,0,0,4,26
KENNETH,39.6,-13.5,2019,4,28,0.25,2019112S10053,2019,21,SI,MM,28/04/2019 6:00,TS, , ,reunion,main,0, ,4,29
ETA,-72.4,14.9,2020,10,31,0.75,2020306N15288,2020,101,NA,CS,31/10/2020 18:00,TS,30,1006,hurdat_atl,main,289,289,11,270
ETA,-72.9725,14.9002,2020,10,31,0.875,2020306N15288,2020,101,NA,CS,31/10/2020 21:00,TS, , , ,main,310,310,12,270
ETA,-73.6,14.9,2020,11,1,0,2020306N15288,2020,101,NA,CS,1/11/2020 0:00,TS,35,1005,hurdat_atl,main,338,338,13,270
ETA,-74.32,14.8999,2020,11,1,0.125,2020306N15288,2020,101,NA,CS,1/11/2020 3:00,TS, , , ,main,349,349,15,270
ETA,-75.1,14.9,2020,11,1,0.25,2020306N15288,2020,101,NA,CS,1/11/2020 6:00,TS,35,1005,hurdat_atl,main,355,337,15,270
ETA,-75.9,14.8999,2020,11,1,0.375,2020306N15288,2020,101,NA,CS,1/11/2020 9:00,TS, , , ,main,337,317,15,270
ETA,-76.7,14.9,2020,11,1,0.5,2020306N15288,2020,101,NA,CS,1/11/2020 12:00,TS,40,1002,hurdat_atl,main,317,313,15,270
ETA,-77.48,14.8999,2020,11,1,0.625,2020306N15288,2020,101,NA,CS,1/11/2020 15:00,TS, , , ,main,315,315,15,270
ETA,-78.2,14.9,2020,11,1,0.75,2020306N15288,2020,101,NA,CS,1/11/2020 18:00,TS,50,992,hurdat_atl,main,331,331,13,270
ETA,-78.8375,14.8998,2020,11,1,0.875,2020306N15288,2020,101,NA,CS,1/11/2020 21:00,TS, , , ,main,355,355,12,270
ETA,-79.4,14.9,2020,11,2,0,2020306N15288,2020,101,NA,CS,2/11/2020 0:00,TS,60,988,hurdat_atl,main,381,344,11,270
ETA,-79.9299,14.9074,2020,11,2,0.125,2020306N15288,2020,101,NA,CS,2/11/2020 3:00,TS, , , ,main,344,290,10,270
ETA,-80.4,14.9,2020,11,2,0.25,2020306N15288,2020,101,NA,CS,2/11/2020 6:00,TS,70,982,hurdat_atl,main,290,247,9,267
ETA,-80.815,14.8573,2020,11,2,0.375,2020306N15288,2020,101,NA,CS,2/11/2020 9:00,TS, , , ,main,247,205,8,263
ETA,-81.2,14.8,2020,11,2,0.5,2020306N15288,2020,101,NA,CS,2/11/2020 12:00,TS,90,972,hurdat_atl,main,205,162,8,264
ETA,-81.6224,14.7725,2020,11,2,0.625,2020306N15288,2020,101,NA,CS,2/11/2020 15:00,TS, , , ,main,162,122,8,263
ETA,-82,14.7,2020,11,2,0.75,2020306N15288,2020,101,NA,CS,2/11/2020 18:00,TS,115,948,hurdat_atl,main,122,99,7,248
ETA,-82.28,14.5149,2020,11,2,0.875,2020306N15288,2020,101,NA,CS,2/11/2020 21:00,TS, , , ,main,99,75,6,230
ETA,-82.5,14.3,2020,11,3,0,2020306N15288,2020,101,NA,CS,3/11/2020 0:00,TS,130,929,hurdat_atl,main,75,55,6,230
ETA,-82.7225,14.15,2020,11,3,0.125,2020306N15288,2020,101,NA,CS,3/11/2020 3:00,TS, , , ,main,55,46,5,232
